157	(	1
281	)	1
235	,	1
244	.	1
204	/	1
295	000	1
153	1	1
22	10	1
75	1000	1
263	14	1
181	16	1
246	2	1
166	2012	1
152	24	1
47	3	2
67	30	1
66	33	1
69	35	1
286	5	1
183	50	1
208	520	1
248	6	1
165	8	1
197	86	1
173	amazon	1
198	arm	1
231	cl	1
230	co	1
213	core	1
303	cpu	1
282	hybrid	1
299	i	1
279	ic	1
275	it	1
215	jp	1
217	let	1
294	mac	1
203	nec	1
285	nx	1
229	os	1
245	pc	1
227	smartvision	1
239	snote	1
174	ssd	1
297	sx	1
168	thinkpad	1
156	tv	1
192	twitter	1
284	valuestar	1
219	x	1
32	あれこれ	1
113	お祝い	1
90	お願い	1
88	こと	1
121	これ	2
109	ごと	1
72	さ	1
16	さん	1
137	しどろもどろ	1
81	そこ	1
23	それ	1
91	それら	1
142	たくさん	1
19	たち	1
124	ためし	1
9	ちゃん	1
296	つぶやき	1
101	とき	1
172	とも	1
271	どれ	1
226	ならでは	1
98	の	2
92	みたい	1
96	もの	1
13	やり方	1
131	よう	2
4	ん	1
205	インク	1
58	インターネット	1
290	インテル	1
241	エプソン	1
258	エンターテイメント	1
182	カートリッジ	1
221	クチコミ	1
77	コミュニティ	1
73	サイト	1
7	サプライズ	1
139	サプライズスピーチ	1
171	シリーズ	1
209	ジャストシステム	1
11	ジューン	1
2	スピーチ	1
298	スマート	1
154	セキュリティ	1
262	セット	1
158	ソフト	1
8	タイプ	2
222	チェック	1
224	テレビ	1
243	デジタル	1
242	デスク	1
169	トップ	1
202	トップクラス	1
29	ネット	1
287	ネットワーク	1
232	ノート	1
240	ハイブリッド	1
185	バック	1
302	パソコン	1
274	パワフル	1
162	パワーアップ	1
210	フォン	1
188	フラッシュ	1
48	フランク	1
93	ブライド	1
250	プラス	1
14	プロ	1
267	プロセッサ	1
155	ホーム	1
283	ポイント	1
103	メッセージ	1
79	メリット	1
143	モデル	1
272	ヤモリ	1
225	ユーザー	1
87	リハーサル	1
145	レッツ	1
259	レビュー	1
0	一	1
110	一人暮らし	1
238	一挙	1
95	一番	1
1	一言	1
38	万	1
234	上	1
130	上手	1
31	不安	2
177	不満	1
119	中	2
111	主役	1
268	主要	1
44	事前	1
27	人	1
132	人前	1
289	人気	1
128	人選	1
78	他	1
107	代表	1
94	以上	1
264	以下	1
36	以外	1
140	件	1
55	位	1
60	何	1
122	何分	1
10	作成	1
196	使用	1
28	例文	1
220	個人	1
71	内容	1
191	円	1
86	出席	1
150	出荷	1
233	初期	1
144	利用	1
127	前	1
207	割	1
149	力	1
212	効果	1
147	化	1
97	危険	1
52	参考	1
5	友人	1
116	司会	1
148	同社	1
211	向け	1
265	商品	1
30	回数	1
160	国内	1
20	基本	1
114	場合	1
189	多く	1
118	大	2
26	大丈夫	1
45	大切	1
65	失敗	1
138	女	1
56	嫌	1
54	嫌悪	1
277	安心	1
117	対応	2
216	導入	1
170	工場	1
251	年	1
35	幸	1
80	幸恵	1
89	式	2
301	強化	1
43	形式	1
70	影	1
112	後	1
266	快適	1
42	性	1
253	性能	1
125	悩み	1
64	惠	1
105	感じ	1
39	感想	1
17	手紙	1
187	手続き	1
21	投稿	1
25	担当	1
201	拠点	1
24	指名	1
115	掲載	1
249	提案	1
255	搭載	1
76	文	1
99	新婦	1
141	新郎	1
257	方	1
18	方法	2
180	日	1
223	旧型	1
228	旧式	1
280	春	1
3	昨年	1
134	晩	1
50	暗記	1
41	曰く	1
184	更新	1
40	書き方	1
84	最中	1
206	最新	1
59	最近	1
163	月	1
167	有料	1
237	期待	1
129	本当	1
100	本音	1
49	検索	1
252	業界	1
292	機能	1
199	次	1
120	歳	1
278	毎年	1
62	活用	1
102	添削	1
61	準備	1
288	無料	1
12	無理	1
51	無難	1
136	状態	1
178	状況	1
68	独	1
256	現在	1
161	現行	1
82	用	1
126	由利	1
151	発売	1
190	発表	1
273	登場	1
37	的	1
164	目印	1
15	相談	1
133	確か	1
291	神戸	1
193	祭り	1
300	禁断	1
106	私	1
214	程度	1
53	等	1
186	簡単	1
218	純正	1
200	紹介	1
33	結婚式	1
135	緊張	1
108	者	1
85	自分	1
57	自己	1
269	色	1
104	苦手	1
83	薫	1
293	装着	1
270	製品	1
276	製造	1
247	視聴	1
123	記念	1
176	話題	1
46	誰	1
34	貧乏	1
254	販売	1
261	販売元	1
175	費用	1
146	追加	1
194	連携	1
236	過半数	1
159	録画	1
6	際	1
179	面	1
260	風変わり	1
74	高山	1
195	高速	1
63	６月	1
